eu_pas_register_number,risk_management_plan,grouped_risk_management_plan,count,due_result_count,due_protocol_count,has_abstract_only_manual_count,has_abstract_manual_count,has_final_study_report_manual_count,has_result_manual_count,has_result_automatic_count,has_additional_protocol_manual_count,has_protocol_manual_count,has_protocol_automatic_count
27597,All,All,1,0,1,0,0,0,0,0,0,1,1
27606,All,All,1,1,1,1,1,0,1,1,0,1,1
27627,All,All,1,1,1,1,1,0,1,1,0,1,1
27636,All,All,1,0,0,0,0,0,0,0,0,0,0
27670,All,All,1,1,1,1,1,0,1,1,0,0,0
27673,All,All,1,1,1,1,1,0,1,1,0,0,0
27718,All,All,1,1,1,0,1,1,1,1,0,1,1
27731,All,All,1,1,1,0,0,0,0,1,0,0,0
39376,All,All,1,1,1,0,0,0,0,0,0,0,0
39505,All,All,1,0,1,0,0,0,0,0,0,0,0
27784,All,All,1,1,1,1,1,0,1,1,0,1,1
42609,All,All,1,0,1,0,0,0,0,0,0,1,1
27806,All,All,1,0,1,0,0,0,0,0,0,0,0
27845,All,All,1,1,1,1,1,0,1,1,0,1,1
43416,All,All,1,0,1,0,0,0,0,0,0,1,1
27883,All,All,1,0,1,0,0,0,0,0,0,1,1
27963,All,All,1,1,1,1,1,0,1,1,0,0,0
27973,All,All,1,1,1,0,0,0,0,0,0,1,1
28002,All,All,1,0,0,0,0,0,0,0,0,0,0
28059,All,All,1,1,1,0,1,1,1,1,0,1,1
28126,All,All,1,1,1,1,1,0,1,1,0,0,0
28151,All,All,1,0,1,0,0,0,0,0,0,1,1
28224,All,All,1,1,1,0,0,1,1,1,0,1,1
28234,All,All,1,1,1,0,1,1,1,1,0,1,1
28367,All,All,1,1,1,1,1,0,1,1,0,1,1
28375,All,All,1,0,1,0,0,0,0,0,0,1,1
28378,All,All,1,1,1,0,1,1,1,1,0,1,1
28437,All,All,1,1,1,1,1,0,1,1,0,1,1
44456,All,All,1,0,1,0,0,0,0,0,0,0,0
28457,All,All,1,0,1,0,0,0,0,0,0,1,1
28490,All,All,1,1,1,1,1,0,1,1,0,1,1
45568,All,All,1,0,1,0,0,0,0,0,0,0,0
28523,All,All,1,1,1,1,1,0,1,1,0,1,1
103727,All,All,1,0,0,0,0,0,0,0,0,1,1
28551,All,All,1,1,1,0,0,0,0,0,0,1,1
28564,All,All,1,0,1,0,0,0,0,0,0,0,0
28580,All,All,1,0,1,0,0,0,0,0,0,0,0
28593,All,All,1,1,1,0,0,1,1,1,0,0,0
28596,All,All,1,1,1,0,1,1,1,1,0,1,1
28611,All,All,1,1,1,0,1,1,1,1,0,1,1
28619,All,All,1,0,1,0,0,0,0,0,0,1,1
28667,All,All,1,1,1,0,0,0,0,0,0,1,1
28719,All,All,1,0,1,0,0,0,0,0,0,1,1
28735,All,All,1,1,1,0,0,1,1,1,0,1,1
28753,All,All,1,1,1,0,0,0,0,0,0,0,0
28762,All,All,1,1,1,1,1,0,1,1,0,1,1
28777,All,All,1,0,1,0,0,0,0,0,0,0,0
104349,All,All,1,0,0,0,0,0,0,0,0,0,0
28864,All,All,1,1,1,0,0,0,0,0,0,1,1
28904,All,All,1,1,1,0,0,1,1,1,0,1,1
28923,All,All,1,1,1,1,1,0,1,1,0,1,1
28930,All,All,1,1,1,1,1,0,1,1,0,0,0
28947,All,All,1,0,1,0,0,0,0,0,0,0,0
28953,All,All,1,1,1,0,0,0,0,0,0,0,0
28992,All,All,1,1,1,1,1,0,1,1,0,1,1
104428,All,All,1,0,0,0,0,0,0,0,0,0,0
29076,All,All,1,0,1,0,0,0,0,0,0,0,0
29153,All,All,1,1,1,1,1,0,1,1,0,0,0
29177,All,All,1,0,1,0,0,0,0,0,0,0,0
29223,All,All,1,0,1,0,0,0,0,0,0,0,0
29244,All,All,1,1,1,1,1,0,1,1,0,1,1
29263,All,All,1,0,0,0,0,0,0,0,0,0,0
29289,All,All,1,1,1,0,0,0,0,0,0,0,0
29401,All,All,1,0,0,0,0,0,0,0,0,0,0
29407,All,All,1,0,1,0,0,0,0,0,0,1,1
29415,All,All,1,0,1,0,0,0,0,0,0,0,0
29426,All,All,1,1,1,0,0,0,0,0,0,0,0
29462,All,All,1,0,1,0,0,0,0,0,1,1,1
29472,All,All,1,1,1,0,0,0,0,0,0,0,0
29517,All,All,1,0,0,0,0,0,0,0,0,1,1
105336,All,All,1,0,0,0,0,0,0,0,0,0,0
29649,All,All,1,0,0,0,0,0,0,0,0,1,1
29685,All,All,1,0,1,0,0,0,0,0,0,0,0
29708,All,All,1,1,1,0,0,1,1,1,0,1,1
29722,All,All,1,0,1,0,0,0,0,0,0,0,0
29784,All,All,1,0,1,0,0,0,0,0,0,0,0
29813,All,All,1,1,1,0,0,0,0,0,0,0,0
29817,All,All,1,1,1,0,1,1,1,1,0,1,1
29839,All,All,1,1,1,0,0,0,0,0,0,1,1
29842,All,All,1,1,1,0,0,0,0,0,0,0,0
29845,All,All,1,1,1,0,0,0,0,0,0,1,1
29848,All,All,1,1,1,0,1,1,1,1,0,1,1
29862,All,All,1,0,1,0,0,0,0,0,0,0,0
29867,All,All,1,1,1,0,0,0,0,0,0,0,0
29875,All,All,1,1,1,1,1,0,1,1,0,0,0
29889,All,All,1,0,1,0,0,0,0,0,0,1,1
29910,All,All,1,0,1,0,0,0,0,0,0,0,0
29920,All,All,1,0,0,0,0,0,0,0,0,0,0
29923,All,All,1,0,1,0,0,0,0,0,0,0,0
29946,All,All,1,1,1,0,0,0,0,0,0,0,0
29952,All,All,1,1,1,0,0,0,0,0,0,0,0
29963,All,All,1,1,1,0,1,1,1,1,0,1,1
29985,All,All,1,0,1,0,0,0,0,0,0,1,1
30018,All,All,1,1,1,1,1,0,1,1,0,1,1
30039,All,All,1,1,1,0,0,0,0,0,0,1,1
30072,All,All,1,1,1,1,1,0,1,1,0,1,1
30087,All,All,1,0,0,0,0,0,0,0,0,1,1
30098,All,All,1,0,1,0,0,0,0,0,0,0,0
30108,All,All,1,1,1,1,1,0,1,1,0,1,1
30148,All,All,1,0,1,0,0,0,0,0,0,1,1
30280,All,All,1,0,1,0,0,0,0,1,0,0,0
30293,All,All,1,1,1,0,0,0,0,0,0,1,1
30299,All,All,1,0,0,0,0,0,0,0,0,1,1
30314,All,All,1,0,1,0,0,0,0,0,0,1,1
30334,All,All,1,1,1,1,1,0,1,1,0,1,1
30346,All,All,1,0,1,0,0,0,0,0,0,0,0
105750,All,All,1,0,0,0,0,0,0,0,0,1,1
30430,All,All,1,0,1,0,0,0,0,0,0,0,0
30444,All,All,1,1,1,1,1,0,1,1,0,1,1
30448,All,All,1,1,1,0,1,1,1,1,0,1,1
30451,All,All,1,1,1,1,1,0,1,1,0,1,1
30455,All,All,1,1,1,1,1,0,1,1,0,1,1
30491,All,All,1,0,0,0,0,0,0,0,0,0,0
30506,All,All,1,1,1,0,0,0,0,0,0,0,0
30550,All,All,1,1,1,1,1,0,1,1,0,1,1
30560,All,All,1,0,1,1,1,0,1,1,0,1,1
30576,All,All,1,0,1,0,0,0,0,0,0,1,1
30600,All,All,1,1,1,1,1,0,1,1,0,1,1
30625,All,All,1,0,1,0,0,0,0,0,0,1,1
30637,All,All,1,0,1,0,0,0,0,0,0,0,0
30702,All,All,1,1,1,1,1,0,1,1,0,1,1
30727,All,All,1,1,1,0,1,1,1,1,0,1,1
30733,All,All,1,0,1,0,0,0,0,0,0,0,0
30740,All,All,1,0,1,0,0,0,0,0,0,0,0
30748,All,All,1,1,1,0,1,1,1,1,0,1,1
30752,All,All,1,0,1,0,0,0,0,0,0,1,1
30769,All,All,1,0,1,0,0,0,0,0,0,1,1
30772,All,All,1,0,1,0,0,0,0,0,0,1,1
30792,All,All,1,1,1,0,0,0,0,0,0,1,1
30803,All,All,1,0,1,0,0,0,0,0,0,0,0
30818,All,All,1,1,1,1,1,0,1,1,0,1,1
30838,All,All,1,0,1,0,0,0,0,0,0,0,0
33865,All,All,1,0,1,0,0,0,0,0,0,0,0
30879,All,All,1,0,0,0,0,0,0,0,0,1,1
36854,All,All,1,0,1,0,0,0,0,0,0,0,0
30940,All,All,1,0,1,0,0,0,0,0,0,0,0
30943,All,All,1,0,1,0,0,0,0,0,0,1,1
30990,All,All,1,0,1,0,0,0,0,0,0,0,0
31001,All,All,1,1,1,0,1,1,1,1,0,1,1
31013,All,All,1,1,1,0,0,1,1,1,0,1,1
31084,All,All,1,0,1,0,0,0,0,0,0,0,0
31095,All,All,1,1,1,0,1,1,1,1,0,1,1
31111,All,All,1,0,1,0,0,0,0,0,0,1,1
31126,All,All,1,0,1,0,0,0,0,0,0,1,1
31129,All,All,1,0,1,0,0,0,0,0,0,1,1
31146,All,All,1,0,1,0,0,0,0,0,0,0,0
31157,All,All,1,0,1,0,0,0,0,0,1,1,1
31161,All,All,1,1,1,1,1,0,1,1,0,0,0
31164,All,All,1,0,1,0,0,0,0,0,1,1,1
31174,All,All,1,0,0,0,0,0,0,0,0,0,0
31188,All,All,1,1,1,1,1,0,1,1,0,1,1
31199,All,All,1,0,1,0,0,0,0,0,0,0,0
31210,All,All,1,0,1,0,0,0,0,0,0,0,0
31213,All,All,1,1,1,1,1,0,1,1,0,1,1
31269,All,All,1,0,1,0,0,0,0,0,0,1,1
31282,All,All,1,0,1,0,0,0,0,0,0,0,0
31322,All,All,1,1,1,0,0,0,0,0,0,0,0
31328,All,All,1,1,1,0,0,0,0,0,0,0,0
31333,All,All,1,0,1,0,0,0,0,0,0,1,1
31342,All,All,1,0,1,0,0,0,0,0,0,1,1
31355,All,All,1,0,1,0,0,0,0,0,0,0,0
31386,All,All,1,0,1,0,0,0,0,0,0,0,0
31405,All,All,1,0,0,0,0,0,0,0,0,0,0
31439,All,All,1,0,1,0,0,0,0,0,0,0,0
31458,All,All,1,0,0,0,0,0,0,0,0,1,1
31461,All,All,1,0,1,0,0,0,0,0,0,0,0
31470,All,All,1,1,1,1,1,0,1,1,0,1,1
31500,All,All,1,0,0,0,0,0,0,0,0,0,0
31529,All,All,1,0,1,0,0,0,0,0,0,0,0
31532,All,All,1,0,1,0,0,0,0,0,0,0,0
31539,All,All,1,1,1,1,1,0,1,1,0,1,1
31559,All,All,1,1,1,0,0,0,0,0,0,1,1
31571,All,All,1,1,1,0,0,0,0,0,0,1,1
31718,All,All,1,0,1,0,0,0,0,1,0,1,1
31734,All,All,1,0,1,0,0,0,0,0,0,0,0
31738,All,All,1,0,0,0,0,0,0,0,0,0,0
31796,All,All,1,0,1,0,0,0,0,0,0,1,1
31805,All,All,1,0,0,0,0,0,0,0,0,0,0
31817,All,All,1,1,1,0,0,0,0,0,0,0,0
41584,All,All,1,0,1,0,0,0,0,0,0,0,0
31864,All,All,1,1,1,0,0,0,0,0,0,1,1
31879,All,All,1,1,1,0,0,0,0,0,0,0,0
31883,All,All,1,1,1,0,0,1,1,1,0,1,1
31895,All,All,1,1,1,0,0,0,0,1,0,1,1
31926,All,All,1,1,1,1,1,0,1,1,0,0,0
31932,All,All,1,0,0,0,0,0,0,0,0,0,0
31940,All,All,1,0,0,0,0,0,0,0,0,0,0
31950,All,All,1,0,1,0,0,0,0,0,0,0,0
31954,All,All,1,0,1,0,0,0,0,1,0,1,1
31967,All,All,1,1,1,1,1,0,1,1,0,1,1
31996,All,All,1,1,1,0,0,1,1,1,0,0,0
32004,All,All,1,1,1,1,1,0,1,1,0,0,0
32010,All,All,1,0,1,0,0,0,0,0,0,1,1
32021,All,All,1,1,1,0,0,0,0,1,0,0,0
32033,All,All,1,0,0,0,0,0,0,0,0,0,0
32098,All,All,1,0,0,0,0,0,0,0,0,0,0
32133,All,All,1,1,1,1,1,0,1,1,0,1,1
32136,All,All,1,0,1,0,0,0,0,0,0,1,1
32139,All,All,1,1,1,1,1,0,1,1,0,1,1
32142,All,All,1,0,1,0,0,0,0,0,0,0,0
32169,All,All,1,1,1,0,0,1,1,1,0,1,1
32183,All,All,1,1,1,1,1,0,1,1,0,1,1
32190,All,All,1,0,1,0,0,0,0,0,0,1,1
32246,All,All,1,1,1,1,1,0,1,1,0,0,0
32268,All,All,1,1,1,0,0,0,0,0,0,1,1
32271,All,All,1,1,1,0,1,1,1,1,0,1,1
32308,All,All,1,1,1,1,1,0,1,1,0,1,1
32329,All,All,1,0,1,0,0,0,0,0,0,0,0
32335,All,All,1,1,1,0,1,1,1,1,0,0,0
32349,All,All,1,1,1,1,1,0,1,1,0,1,1
32365,All,All,1,1,1,0,1,1,1,1,0,1,1
32383,All,All,1,0,1,0,0,0,0,0,0,1,1
32386,All,All,1,1,1,0,0,0,0,0,0,1,1
32405,All,All,1,1,1,0,1,1,1,1,0,1,1
32408,All,All,1,1,1,0,1,1,1,1,0,1,1
32423,All,All,1,0,1,0,0,0,0,0,0,0,0
32437,All,All,1,1,1,1,1,0,1,1,0,1,1
32464,All,All,1,1,1,0,0,0,0,0,0,0,0
32482,All,All,1,0,0,0,0,0,0,0,0,0,0
32486,All,All,1,1,1,0,0,0,0,0,0,1,1
44701,All,All,1,0,1,0,0,0,0,0,0,0,0
32500,All,All,1,1,1,0,0,1,1,1,0,0,0
32558,All,All,1,1,1,0,0,0,0,0,0,0,0
32590,All,All,1,1,1,0,0,0,0,0,0,0,0
32597,All,All,1,1,1,0,1,1,1,1,0,1,1
3199,All,All,1,0,1,0,0,0,0,0,0,0,0
32613,All,All,1,0,1,0,0,0,0,0,0,1,1
32646,All,All,1,0,0,0,0,0,0,0,0,1,1
32684,All,All,1,0,1,0,0,0,0,0,0,0,0
32702,All,All,1,0,1,0,0,0,0,0,0,1,1
32716,All,All,1,0,1,0,0,0,0,0,0,0,0
7757,All,All,1,1,1,0,0,1,1,1,0,1,1
32748,All,All,1,0,1,0,0,0,0,0,0,0,0
32751,All,All,1,0,0,0,0,0,0,0,0,1,1
32754,All,All,1,1,1,0,0,0,0,0,0,0,0
32826,All,All,1,0,1,0,0,0,0,0,0,0,0
32829,All,All,1,0,0,0,0,0,0,0,0,1,1
32862,All,All,1,0,1,0,0,0,0,0,0,0,0
32899,All,All,1,0,1,0,0,0,0,0,0,0,0
32905,All,All,1,0,1,0,0,0,0,0,0,0,0
11275,All,All,1,0,1,0,0,0,0,0,0,0,0
32916,All,All,1,1,1,1,1,0,1,1,0,1,1
32925,All,All,1,1,1,1,1,0,1,1,0,1,1
32946,All,All,1,1,1,0,0,0,0,0,0,0,0
32984,All,All,1,0,0,0,0,0,0,0,0,0,0
32995,All,All,1,0,1,0,0,0,0,0,0,1,1
33011,All,All,1,0,0,0,0,0,0,0,0,0,0
33014,All,All,1,0,0,0,0,0,0,0,0,0,0
33028,All,All,1,1,1,0,0,0,0,0,0,1,1
33068,All,All,1,0,1,0,0,0,0,0,0,0,0
33119,All,All,1,0,0,0,0,0,0,0,0,0,0
33148,All,All,1,1,1,0,0,0,0,0,0,1,1
33167,All,All,1,0,1,0,0,0,0,0,0,1,1
33189,All,All,1,0,0,0,0,0,0,0,0,1,1
33214,All,All,1,0,1,0,0,0,0,0,0,1,1
33253,All,All,1,0,1,0,0,0,0,0,0,0,0
33290,All,All,1,1,1,0,0,0,0,0,0,0,0
33320,All,All,1,1,1,1,1,0,1,1,0,1,1
33397,All,All,1,1,1,0,1,1,1,1,0,1,1
33426,All,All,1,0,1,0,0,0,0,0,0,0,0
33461,All,All,1,1,1,1,1,0,1,1,0,1,1
33537,All,All,1,1,1,0,1,1,1,1,0,1,1
33562,All,All,1,1,1,1,1,0,1,1,0,1,1
33582,All,All,1,0,1,0,0,0,0,0,0,0,0
33586,All,All,1,0,1,0,0,0,0,0,0,1,1
33657,All,All,1,1,1,1,1,0,1,1,0,1,1
33745,All,All,1,0,1,0,0,0,0,0,0,1,1
33766,All,All,1,0,1,0,0,0,0,0,0,0,0
33777,All,All,1,0,1,0,0,0,0,0,0,1,1
12652,All,All,1,1,1,0,0,0,0,0,0,0,0
33796,All,All,1,0,1,0,0,0,0,0,0,1,1
33807,All,All,1,0,1,0,0,0,0,0,0,1,1
42413,All,All,1,0,1,0,0,0,0,0,0,0,0
33879,All,All,1,0,0,0,0,0,0,0,0,1,1
33919,All,All,1,1,1,0,0,1,1,1,0,0,0
33970,All,All,1,0,0,0,0,0,0,0,0,0,0
33973,All,All,1,0,0,0,0,0,0,0,0,0,0
33976,All,All,1,1,1,0,0,0,0,0,0,0,0
34004,All,All,1,0,1,0,0,0,0,0,0,0,0
106685,All,All,1,0,1,0,0,0,0,0,0,1,1
34153,All,All,1,1,1,0,1,1,1,1,0,1,1
19582,All,All,1,1,1,0,1,1,1,1,0,1,1
34213,All,All,1,1,1,0,1,1,1,1,0,1,1
34220,All,All,1,1,1,1,1,0,1,1,0,1,1
34232,All,All,1,1,1,1,1,0,1,1,0,1,1
34255,All,All,1,1,1,0,0,0,0,0,0,1,1
3209,All,All,1,1,1,0,0,0,0,1,0,1,1
34300,All,All,1,1,1,0,0,0,0,0,0,1,1
34303,All,All,1,1,1,1,1,0,1,1,0,1,1
34319,All,All,1,0,1,0,0,0,0,0,0,1,1
5547,All,All,1,1,1,1,1,0,1,1,0,0,0
34343,All,All,1,0,0,0,0,0,0,0,0,0,0
34349,All,All,1,0,1,0,0,0,0,0,0,0,0
34365,All,All,1,1,1,1,1,0,1,1,0,1,1
34399,All,All,1,0,1,0,0,0,0,0,0,0,0
34411,All,All,1,1,1,0,0,0,0,0,0,1,1
34415,All,All,1,1,1,1,1,0,1,1,0,1,1
34425,All,All,1,0,1,0,0,0,0,0,0,1,1
34437,All,All,1,0,1,0,0,0,0,0,0,1,1
34443,All,All,1,0,0,0,0,0,0,0,0,0,0
34469,All,All,1,0,0,0,0,0,0,0,0,0,0
34490,All,All,1,0,0,0,0,0,0,0,0,0,0
34494,All,All,1,0,0,0,0,0,0,0,0,0,0
34497,All,All,1,1,1,0,0,0,0,0,0,1,1
34516,All,All,1,1,1,0,0,1,1,1,0,0,0
16159,All,All,1,1,1,1,1,0,1,1,0,1,1
21699,All,All,1,1,1,1,1,0,1,1,0,0,0
34541,All,All,1,1,1,0,0,0,0,0,0,1,1
34551,All,All,1,0,0,0,0,0,0,0,0,0,0
34570,All,All,1,0,0,0,0,0,0,0,0,0,0
34590,All,All,1,1,1,1,1,0,1,1,0,1,1
34604,All,All,1,0,1,0,0,0,0,0,0,0,0
34607,All,All,1,1,1,1,1,0,1,0,0,1,1
34611,All,All,1,0,0,0,0,0,0,0,0,0,0
34614,All,All,1,0,1,0,0,0,0,0,0,0,0
34653,All,All,1,0,0,0,0,0,0,0,0,0,0
34663,All,All,1,0,1,0,0,0,0,0,0,0,0
34668,All,All,1,1,1,0,0,0,0,0,0,1,1
34689,All,All,1,0,1,0,0,0,0,0,0,0,0
34701,All,All,1,1,1,1,1,0,1,1,0,1,1
34714,All,All,1,0,0,0,0,0,0,0,0,0,0
34734,All,All,1,0,1,0,0,0,0,0,0,1,1
34743,All,All,1,0,0,0,0,0,0,0,0,0,0
34753,All,All,1,1,1,0,0,0,0,0,0,1,1
34756,All,All,1,0,1,0,0,0,0,0,0,0,0
34763,All,All,1,0,1,0,0,0,0,0,0,0,0
25305,All,All,1,1,1,0,1,1,1,1,0,1,1
34806,All,All,1,0,1,0,0,0,0,0,0,1,1
34810,All,All,1,0,1,0,0,0,0,0,0,0,0
34813,All,All,1,0,1,0,0,0,0,0,0,0,0
34826,All,All,1,1,1,0,0,1,1,1,0,1,1
34832,All,All,1,1,1,1,1,0,1,1,0,1,1
25639,All,All,1,1,1,1,1,0,1,1,0,1,1
34861,All,All,1,1,1,1,1,0,1,1,0,1,1
33787,All,All,1,0,0,0,0,0,0,0,0,0,0
34901,All,All,1,1,1,0,0,0,0,0,0,1,1
34908,All,All,1,1,1,0,0,1,1,0,0,0,0
34925,All,All,1,0,0,0,0,0,0,0,0,1,1
34934,All,All,1,0,1,0,0,0,0,0,0,1,1
34966,All,All,1,1,1,1,1,0,1,1,0,1,1
34985,All,All,1,0,0,0,0,0,0,0,0,0,0
34992,All,All,1,0,1,0,0,0,0,0,0,0,0
35005,All,All,1,0,1,0,0,0,0,0,0,0,0
35011,All,All,1,1,1,1,1,0,1,1,0,1,1
35014,All,All,1,1,1,1,1,0,1,1,0,1,1
35042,All,All,1,1,1,0,0,0,0,1,0,1,1
35083,All,All,1,0,1,0,0,0,0,0,0,1,1
35111,All,All,1,0,0,0,0,0,0,0,0,0,0
35147,All,All,1,0,1,0,0,0,0,0,0,0,0
35156,All,All,1,0,1,0,0,0,0,0,0,0,0
35224,All,All,1,0,1,0,0,0,0,0,0,1,1
35254,All,All,1,0,1,0,0,0,0,0,0,0,0
35286,All,All,1,0,1,0,0,0,0,0,0,0,0
35296,All,All,1,1,1,0,0,0,0,0,0,1,1
35332,All,All,1,1,1,1,1,0,1,1,0,1,1
35337,All,All,1,1,1,1,1,0,1,1,0,1,1
35350,All,All,1,0,0,0,0,0,0,0,0,0,0
35384,All,All,1,1,1,1,1,0,1,1,1,1,1
35413,All,All,1,0,1,0,0,0,0,0,0,0,0
35429,All,All,1,1,1,0,0,1,1,1,0,1,1
47450,All,All,1,0,0,0,0,0,0,0,0,1,1
35465,All,All,1,1,1,0,0,0,0,1,0,1,1
35468,All,All,1,0,1,0,0,0,0,0,0,0,0
35474,All,All,1,1,1,0,0,0,0,0,0,1,1
35491,All,All,1,0,1,0,0,0,0,0,0,0,0
35503,All,All,1,1,1,1,1,0,1,1,0,1,1
35528,All,All,1,0,0,0,0,0,0,0,0,0,0
35531,All,All,1,0,0,0,0,0,0,0,0,0,0
35534,All,All,1,1,1,0,0,0,0,0,0,1,1
35544,All,All,1,0,0,0,0,0,0,0,0,0,0
35547,All,All,1,1,1,0,1,1,1,1,0,1,1
35552,All,All,1,1,1,0,1,1,1,1,0,1,1
35558,All,All,1,0,1,0,0,0,0,0,0,0,0
35567,All,All,1,0,1,0,0,0,0,0,0,0,0
35589,All,All,1,1,1,0,0,0,0,0,0,0,0
35685,All,All,1,1,1,0,1,1,1,1,0,1,1
35709,All,All,1,0,0,0,0,0,0,0,0,0,0
35712,All,All,1,1,1,1,1,0,1,1,0,0,0
35746,All,All,1,1,1,0,0,1,1,1,0,1,1
35756,All,All,1,1,1,1,1,0,1,1,0,1,1
35760,All,All,1,1,1,0,0,0,0,0,0,0,0
35766,All,All,1,0,1,0,1,1,1,1,0,1,1
35782,All,All,1,1,1,1,1,0,1,1,0,1,1
35801,All,All,1,0,0,0,0,0,0,0,0,0,0
35812,All,All,1,1,1,0,1,1,1,1,0,1,1
35832,All,All,1,0,0,0,0,0,0,0,0,0,0
35835,All,All,1,1,1,0,0,0,0,0,0,1,1
19188,All,All,1,0,1,0,0,0,0,0,0,1,1
35860,All,All,1,0,0,0,0,0,0,0,0,0,0
35867,All,All,1,0,0,0,0,0,0,0,0,1,1
35881,All,All,1,0,1,0,0,0,0,0,0,1,1
35888,All,All,1,0,1,0,0,0,0,0,0,0,0
45727,All,All,1,0,1,0,0,0,0,0,0,0,0
35897,All,All,1,1,1,0,0,0,0,1,0,1,1
35911,All,All,1,1,1,0,1,1,1,1,0,1,1
35920,All,All,1,1,1,0,0,0,0,0,0,0,0
35947,All,All,1,1,1,1,1,0,1,1,0,0,0
35956,All,All,1,0,1,0,0,0,0,0,0,1,1
35975,All,All,1,0,0,0,0,0,0,0,0,0,0
36005,All,All,1,0,1,0,0,0,0,0,0,1,1
36014,All,All,1,0,0,0,0,0,0,0,0,1,1
36021,All,All,1,0,1,0,0,0,0,0,0,0,0
36038,All,All,1,1,1,0,0,0,0,0,0,1,1
36041,All,All,1,0,1,0,0,0,0,0,0,1,1
17150,All,All,1,1,1,0,0,0,0,1,0,0,0
36056,All,All,1,0,1,0,0,0,0,0,0,1,1
36059,All,All,1,0,0,0,0,0,0,0,0,0,0
36072,All,All,1,0,1,0,0,0,0,0,0,0,0
49290,All,All,1,0,0,0,0,0,0,0,0,1,1
36089,All,All,1,1,1,1,1,0,1,1,0,1,1
36102,All,All,1,1,1,0,1,1,1,1,0,1,1
36118,All,All,1,0,1,0,0,0,0,0,0,0,0
36129,All,All,1,0,1,0,0,0,0,0,0,0,0
36132,All,All,1,1,1,0,1,1,1,1,0,1,1
36135,All,All,1,1,1,0,1,1,1,1,0,1,1
2765,All,All,1,1,1,0,0,0,0,1,0,1,1
7597,All,All,1,1,1,0,1,1,1,1,0,1,1
36231,All,All,1,1,1,0,0,0,0,0,0,1,1
36240,All,All,1,0,1,0,0,0,0,0,0,0,0
36248,All,All,1,1,1,1,1,0,1,1,0,1,1
36287,All,All,1,1,1,1,1,0,1,1,0,1,1
36296,All,All,1,0,1,0,0,0,0,0,0,1,1
36303,All,All,1,0,1,0,0,0,0,0,0,1,1
36306,All,All,1,0,0,0,0,0,0,0,0,1,1
36320,All,All,1,0,1,0,0,0,0,0,0,0,0
36330,All,All,1,1,1,0,1,1,1,1,0,1,1
36393,All,All,1,0,1,0,0,0,0,0,0,0,0
36417,All,All,1,0,1,0,0,0,0,0,0,1,1
36459,All,All,1,1,1,1,1,0,1,1,0,1,1
36476,All,All,1,0,1,0,0,0,0,0,0,1,1
36508,All,All,1,0,1,0,0,0,0,0,0,0,0
36560,All,All,1,0,0,0,0,0,0,0,0,0,0
36582,All,All,1,0,1,0,0,0,0,0,0,0,0
36605,All,All,1,0,1,0,0,0,0,0,0,0,0
36621,All,All,1,1,1,1,1,0,1,1,0,0,0
36634,All,All,1,1,1,0,1,1,1,1,0,1,1
36659,All,All,1,1,1,1,1,0,1,1,0,1,1
36666,All,All,1,0,1,0,0,0,0,0,1,1,1
36684,All,All,1,1,1,1,1,0,1,1,0,0,0
36689,All,All,1,1,1,1,1,0,1,1,0,1,1
36692,All,All,1,1,1,0,0,0,0,0,0,1,1
36734,All,All,1,0,1,0,0,0,0,0,0,1,1
36791,All,All,1,1,1,1,1,0,1,1,0,0,0
36804,All,All,1,1,1,1,1,0,1,1,0,1,1
36807,All,All,1,0,0,0,0,0,0,0,0,0,0
8498,All,All,1,1,1,0,1,1,1,1,0,1,1
8525,All,All,1,1,1,0,1,1,1,1,0,1,1
36901,All,All,1,1,1,0,0,1,1,1,0,1,1
36912,All,All,1,1,1,0,0,1,1,1,0,0,0
36934,All,All,1,0,1,0,0,0,0,0,0,0,0
36947,All,All,1,0,1,0,0,0,0,0,0,0,0
37025,All,All,1,1,1,0,0,0,0,0,0,1,1
37065,All,All,1,1,1,0,1,1,1,1,0,1,1
37093,All,All,1,0,0,0,0,0,0,0,0,0,0
37119,All,All,1,0,1,0,0,0,0,0,0,0,0
37133,All,All,1,1,1,0,0,0,0,0,0,1,1
37156,All,All,1,0,1,0,0,0,0,0,0,1,1
37160,All,All,1,0,1,0,0,0,0,0,0,0,0
37163,All,All,1,1,1,0,1,1,1,1,0,1,1
37174,All,All,1,0,1,0,0,0,0,0,0,0,0
37205,All,All,1,1,1,0,0,0,0,0,0,1,1
37218,All,All,1,0,1,0,0,0,0,0,0,0,0
37225,All,All,1,0,0,0,0,0,0,0,0,1,1
37245,All,All,1,1,1,0,1,1,1,1,0,1,1
37258,All,All,1,0,1,0,0,0,0,1,0,0,0
37270,All,All,1,1,1,0,0,0,0,0,0,0,0
37273,All,All,1,1,1,0,1,1,1,1,0,1,1
37301,All,All,1,0,1,0,0,0,0,0,0,0,0
37318,All,All,1,0,0,0,0,0,0,0,0,1,1
37342,All,All,1,0,0,0,0,0,0,0,0,0,0
37354,All,All,1,1,1,0,0,0,0,0,0,1,1
37360,All,All,1,1,1,0,0,0,0,0,0,1,1
37385,All,All,1,1,1,0,0,1,1,1,0,1,1
39039,All,All,1,0,1,0,0,0,0,0,0,0,0
10402,All,All,1,1,1,1,1,0,1,1,0,0,0
37475,All,All,1,0,0,0,0,0,0,0,0,0,0
37495,All,All,1,1,1,0,1,1,1,1,0,1,1
