eu_pas_register_number,risk_management_plan,grouped_risk_management_plan,count,due_result_count,due_protocol_count,has_abstract_only_manual_count,has_abstract_manual_count,has_final_study_report_manual_count,has_result_manual_count,has_result_automatic_count,has_additional_protocol_manual_count,has_protocol_manual_count,has_protocol_automatic_count
31126,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
31129,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
31146,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
31157,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,1,1,1
31161,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
31164,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,1,1,1
31174,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
31188,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
31199,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
31210,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
31213,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
31269,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
31282,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
31322,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
31328,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
31333,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
31342,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
31355,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
31386,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
31405,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
31439,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
31458,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,1,1
31461,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
31470,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
31500,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
31529,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
31532,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
31539,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
31559,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
31571,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
31718,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,1,0,1,1
31734,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
31738,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
31796,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
31805,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
31817,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
41584,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
31864,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
31879,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
31883,EU RMP category 3 (required),Other PAS,1,1,1,0,0,1,1,1,0,1,1
31895,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
31926,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
31932,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
31940,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
31950,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
31954,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,1,0,1,1
31967,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
31996,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
32004,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
32010,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
32021,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,0,0
32033,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
32098,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
32133,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
32136,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
32139,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
32142,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
32169,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
32183,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
32190,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
32246,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
32268,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
32271,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
32308,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
32329,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
32335,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,0,0
32349,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
32365,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
32383,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
32386,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
32405,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
32408,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
32423,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
32437,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
32464,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
32482,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
32486,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
44701,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
32500,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
32558,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
32590,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
32597,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
3199,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
32613,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
32646,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,1,1
32684,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
32702,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
32716,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
7757,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
32748,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
32751,Non-EU RMP only,Other PAS,1,0,0,0,0,0,0,0,0,1,1
32754,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
32826,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
32829,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
32862,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
32899,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
32905,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,0,0
11275,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
32916,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
32925,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
32946,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
32984,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
32995,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
33011,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
33014,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
33028,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
33068,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
33119,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
33148,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
33167,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
33189,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,1,1
33214,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
33253,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
33290,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
33320,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
33397,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
33426,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
33461,Non-EU RMP only,Other PAS,1,1,1,1,1,0,1,1,0,1,1
33537,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
33562,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
33582,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
33586,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
33657,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
33745,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
33766,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
33777,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
12652,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
33796,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
33807,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
42413,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
33879,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,1,1
33919,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
33970,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
33973,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
33976,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
34004,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
106685,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
34153,Non-EU RMP only,Other PAS,1,1,1,0,1,1,1,1,0,1,1
19582,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
34213,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
34220,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
34232,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
34255,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
3209,,Other PAS,1,1,1,0,0,0,0,1,0,1,1
34300,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
34303,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
34319,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,1,1
5547,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
34343,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34349,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
34365,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
34399,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
34411,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
34415,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
34425,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
34437,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
34443,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34469,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34490,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34494,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34497,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
34516,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
16159,Non-EU RMP only,Other PAS,1,1,1,1,1,0,1,1,0,1,1
21699,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
34541,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
34551,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34570,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34590,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
34604,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
34607,Not applicable,Other PAS,1,1,1,1,1,0,1,0,0,1,1
34611,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,0,0
34614,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
34653,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34663,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
34668,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
34689,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
34701,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
34714,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34734,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
34743,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34753,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
34756,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
34763,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
25305,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
34806,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
34810,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
34813,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,0,0
34826,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
34832,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
25639,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
34861,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
33787,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34901,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
34908,Not applicable,Other PAS,1,1,1,0,0,1,1,0,0,0,0
34925,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
34934,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
34966,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
34985,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
34992,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
35005,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
35011,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
35014,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
35042,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
35083,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
35111,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
35147,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
35156,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
35224,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
35254,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
35286,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
35296,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
35332,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
35337,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
35350,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
35384,Not applicable,Other PAS,1,1,1,1,1,0,1,1,1,1,1
35413,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
35429,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
47450,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
35465,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
35468,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
35474,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
35491,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
35503,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
35528,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
35531,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
35534,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
35544,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
35547,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
35552,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
35558,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
35567,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
35589,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
35685,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
35709,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
35712,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
35746,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
35756,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
35760,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
35766,EU RMP category 3 (required),Other PAS,1,0,1,0,1,1,1,1,0,1,1
35782,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
35801,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
35812,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
35832,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
35835,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
19188,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
35860,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
35867,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
35881,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
35888,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
45727,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
35897,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
35911,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
35920,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
35947,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
35956,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
35975,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
36005,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
36014,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,1,1
36021,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
36038,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
36041,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
17150,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,0,0
36056,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
36059,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
36072,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,0,0
49290,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
36089,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
36102,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
36118,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
36129,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
36132,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
36135,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
2765,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
7597,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
36231,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
36240,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
36248,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
36287,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
36296,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
36303,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
36306,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,1,1
36320,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
36330,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
36393,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
36417,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
36459,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
36476,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
36508,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
36560,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
36582,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
36605,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,0,0
36621,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
36634,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
36659,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
36666,Not applicable,Other PAS,1,0,1,0,0,0,0,0,1,1,1
36684,Non-EU RMP only,Other PAS,1,1,1,1,1,0,1,1,0,0,0
36689,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
36692,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
36734,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
36791,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
36804,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
36807,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
8498,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
8525,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
36901,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
36912,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
36934,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
36947,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37025,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
37065,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
37093,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
37119,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37133,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
37156,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
37160,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37163,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
37174,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37205,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
37218,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37225,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
37245,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
37258,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,1,0,0,0
37270,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
37273,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
37301,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37318,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
37342,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,0,0
37354,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
37360,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
37385,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
39039,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
10402,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
37475,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
37495,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
37499,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37529,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
37569,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37579,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37597,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
37605,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
37649,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
37658,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
37675,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
37688,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
37691,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
37694,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
37728,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,0,0
37779,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37790,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
37799,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37806,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37838,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
7948,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
10428,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
37860,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
37877,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
37902,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
37943,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
37946,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
37983,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
38023,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
